Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
Startup_1382,SaaS,7,2825548558.62,8345723543.279011,45,USA,2010,130.74
Startup_1383,AI,2,772472857.01,2700556371.793895,25,UK,2021,59.47
Startup_1384,HealthTech,6,445123884.79,1619015803.1723437,28,France,2022,29.41
Startup_1385,E-commerce,8,2156992853.57,7483848146.81636,24,Australia,2013,75.45
Startup_1386,Fintech,9,2867763758.58,4304575403.62972,14,Canada,2009,57.91
Startup_1387,AI,7,235384595.1,858658060.5741794,11,France,2022,66.34
Startup_1388,HealthTech,5,123448746.24,567865270.0401297,6,India,2003,128.18
Startup_1389,E-commerce,5,4981122025.5,9011634398.704908,38,India,2014,145.94
Startup_1390,Biotech,5,945304388.47,3688223858.685347,3,Singapore,2015,90.31
Startup_1391,Fintech,8,3989924157.38,15077677369.532516,8,India,2007,92.16
Startup_1392,HealthTech,5,4166062815.47,11239276080.907892,49,UK,2000,26.87
Startup_1393,Biotech,8,3981538858.48,17886244432.794212,42,USA,2019,173.32
Startup_1394,Biotech,3,3572948270.5,14193054200.369928,43,Australia,2005,25.64
Startup_1395,SaaS,8,3769645990.76,17401697103.166683,46,China,2005,7.24
Startup_1396,EdTech,10,1773355802.27,7916047553.523195,7,Canada,2015,191.34
Startup_1397,Blockchain,3,326892759.3,698043508.0433033,31,Germany,2007,101.32
Startup_1398,HealthTech,4,366211150.55,1281162948.1134896,16,Germany,2008,188.09
Startup_1399,Blockchain,5,1052248692.07,2615442001.3147273,23,Brazil,2019,98.03
Startup_1400,E-commerce,10,3730660210.74,7591622928.15044,35,Germany,2021,104.02
Startup_1401,SaaS,4,1652318679.17,2695474896.5171924,10,Canada,2022,129.22
Startup_1402,Blockchain,1,1581990314.06,7256779028.515029,49,Singapore,2001,64.83
Startup_1403,E-commerce,7,4484449570.21,13900546207.101622,21,Australia,2020,80.27
Startup_1404,HealthTech,4,4119207145.09,10815543431.311075,8,USA,2009,188.18
Startup_1405,Blockchain,3,3714350685.05,7546421990.910514,11,Brazil,2018,23.64
Startup_1406,EdTech,10,4850319168.21,22472037607.310104,49,China,2020,58.62
Startup_1407,E-commerce,10,971971990.34,4816276295.784305,47,Singapore,2011,32.15
Startup_1408,AI,9,411202707.11,1483110391.3556466,49,Canada,2022,5.25
Startup_1409,AI,6,2619538768.9,5049043254.164422,19,Germany,2008,122.24
Startup_1410,Blockchain,2,4079533092.4,15185792277.551645,11,Brazil,2017,129.87
Startup_1411,HealthTech,3,4680140148.8,11075116892.486052,35,Germany,2023,51.15
Startup_1412,Fintech,9,4329243710.69,9174277204.742785,36,Canada,2001,139.45
Startup_1413,Fintech,4,4918505422.7,24263667977.958225,35,China,2000,29.83
Startup_1414,Blockchain,10,3688620891.76,9319085384.223915,21,France,2005,40.03
Startup_1415,HealthTech,3,2262965212.62,4825733504.3910265,13,Singapore,2015,172.55
Startup_1416,Biotech,3,2096702465.45,7656335672.869658,6,UK,2007,194.86
Startup_1417,SaaS,10,3654038391.18,15526089501.838636,27,Canada,2007,151.18
Startup_1418,Biotech,5,3136740451.46,5678056296.885751,25,Singapore,2018,143.72
Startup_1419,E-commerce,1,4472745942.43,16513449432.571127,50,Germany,2020,7.77
Startup_1420,Fintech,5,3030201957.25,7112473323.291093,31,UK,2021,190.71
Startup_1421,Blockchain,6,3073088932.34,14695712530.722784,48,USA,2000,29.97
Startup_1422,Biotech,8,3415901545.71,6803928694.667021,21,Singapore,2009,40.91
Startup_1423,SaaS,2,434600808.27,1309938725.7558308,42,India,2021,49.03
Startup_1424,HealthTech,1,1402933551.74,5748355807.672658,26,Singapore,2019,89.17
Startup_1425,HealthTech,6,4198622862.43,9138209346.077364,23,Singapore,2014,72.0
Startup_1426,SaaS,2,4579812319.27,18948354063.326904,25,Brazil,2009,148.07
Startup_1427,AI,1,513657431.26,1457698197.887969,6,Canada,2018,45.74
Startup_1428,AI,6,3518833517.01,10726270703.360487,23,China,2007,35.44
Startup_1429,AI,3,928149478.75,3753369211.128897,45,Brazil,2017,20.34
Startup_1430,HealthTech,1,4026811874.98,16346623477.255512,5,UK,2021,130.46
Startup_1431,EdTech,1,2475810301.65,6628263970.191121,35,USA,2008,28.87
Startup_1432,E-commerce,7,3033533689.11,12490112230.607292,4,Singapore,2009,125.87
Startup_1433,SaaS,3,4909858748.35,16180758295.670506,50,Canada,2023,134.07
Startup_1434,Fintech,2,1492603944.68,4504115816.551437,16,UK,2003,20.95
Startup_1435,Blockchain,1,353070598.81,1487056177.24821,7,Canada,2010,189.58
Startup_1436,E-commerce,3,788920117.78,2044111514.003624,39,USA,2016,63.79
Startup_1437,EdTech,4,168684129.2,748404656.9748688,39,Singapore,2003,197.39
Startup_1438,HealthTech,1,94798314.79,270110189.09632176,27,India,2018,187.05
Startup_1439,AI,9,465946098.27,2164698465.2200274,15,China,2002,55.44
Startup_1440,SaaS,9,3916017112.46,13604027360.089138,31,France,2019,117.29
Startup_1441,SaaS,5,3963214804.15,11292508158.55698,21,Brazil,2007,123.82
Startup_1442,Fintech,4,1521890977.56,4306476527.0924635,17,USA,2008,190.93
Startup_1443,HealthTech,5,4718518027.26,14813875722.263657,48,UK,2011,20.1
Startup_1444,AI,4,2629368620.33,7399450284.582542,2,France,2010,143.54
Startup_1445,Fintech,3,1234011063.31,3775685945.6463027,17,Australia,2019,13.88
Startup_1446,Blockchain,5,4025962614.86,14910132253.84033,15,France,2005,146.22
Startup_1447,Fintech,9,3624814789.68,16449043318.441496,5,China,2020,57.56
Startup_1448,Biotech,1,2553386225.88,9618689797.75098,8,Germany,2020,46.1
Startup_1449,Fintech,10,836994096.61,2259318901.3029714,1,Singapore,2018,63.76
Startup_1450,Blockchain,5,4612102421.95,15023511161.719723,2,China,2014,90.76
Startup_1451,Biotech,10,4627774304.27,21983167928.557983,40,UK,2005,159.09
Startup_1452,Biotech,10,348939626.47,849005819.1065668,28,Germany,2001,175.77
Startup_1453,Fintech,10,916865262.3,3478994370.742781,36,USA,2011,118.01
Startup_1454,EdTech,7,4246648380.39,8044478106.773118,41,Canada,2012,74.55
Startup_1455,HealthTech,7,103593556.84,376310853.4340628,10,China,2007,80.43
Startup_1456,E-commerce,6,1052541096.04,2633550384.800921,28,UK,2008,16.24
Startup_1457,Blockchain,8,732739946.28,2267279954.993998,7,France,2004,83.42
Startup_1458,Fintech,4,1564811731.89,6253514488.500496,41,China,2003,12.77
Startup_1459,Blockchain,6,571912418.06,1841811350.0299995,36,Singapore,2015,82.51
Startup_1460,HealthTech,2,196108369.05,362545692.9210579,9,UK,2003,102.11
Startup_1461,AI,9,3855984614.64,13060338929.623526,19,Germany,2022,110.87
Startup_1462,AI,5,4497254121.46,17407258137.776997,7,Australia,2019,29.71
Startup_1463,E-commerce,7,1763255466.23,4515190046.662271,42,France,2021,17.7
Startup_1464,Fintech,5,3435581682.23,8586893373.293137,38,Singapore,2020,48.68
Startup_1465,EdTech,2,2956299443.03,12320821985.658785,33,USA,2014,145.07
Startup_1466,EdTech,6,4360344706.06,7670897140.472166,30,Germany,2003,117.61
Startup_1467,EdTech,4,4925150170.99,20198348345.266724,6,Brazil,2004,173.12
Startup_1468,Blockchain,5,3334100795.34,11758960097.025885,21,Germany,2009,66.74
Startup_1469,SaaS,5,2172042823.46,7342585222.913925,8,Singapore,2012,137.41
Startup_1470,E-commerce,10,3328641485.3,11083839897.749018,6,UK,2010,185.12
Startup_1471,HealthTech,8,1754628705.13,8412069751.725605,8,Canada,2017,162.84
Startup_1472,Biotech,4,20879083.53,90602461.67814313,48,Australia,2014,35.36
Startup_1473,HealthTech,2,1875243369.99,3331104544.487997,33,Australia,2019,173.45
Startup_1474,E-commerce,4,3825537134.04,10554562640.528688,16,Australia,2018,164.19
Startup_1475,Blockchain,9,2628278358.58,12549506871.092377,30,Singapore,2010,176.91
Startup_1476,Blockchain,8,3609622645.91,13249949651.086084,39,UK,2018,97.66
Startup_1477,E-commerce,9,821696544.69,2356765901.7832074,31,France,2010,134.06
Startup_1478,Biotech,9,2066211536.32,3930788000.56838,34,France,2011,165.61
Startup_1479,EdTech,2,1219599852.14,3747655708.5213513,6,Australia,2003,99.57
Startup_1480,HealthTech,6,3885305632.23,18470453369.82742,38,France,2022,66.02
Startup_1481,HealthTech,8,3139556615.02,5240343657.022818,28,Brazil,2007,68.89
Startup_1482,HealthTech,2,2035301753.15,7178250910.031378,27,Germany,2018,23.91
Startup_1483,E-commerce,10,1808428927.31,3338985106.235838,16,USA,2013,160.8
Startup_1484,SaaS,6,409211772.55,1563692406.9450605,34,Australia,2010,142.35
Startup_1485,E-commerce,10,2125533158.41,10565057436.993746,39,UK,2010,166.04
Startup_1486,AI,5,1781280094.31,8211779478.270943,5,USA,2007,130.61
Startup_1487,Blockchain,8,60292240.18,144505079.67642322,1,China,2003,141.69
Startup_1488,Biotech,1,1151855532.93,2630300734.568552,23,Australia,2006,35.12
Startup_1489,HealthTech,2,4728011351.49,17955699933.244793,40,China,2009,10.25
Startup_1490,Blockchain,2,815972207.82,3461755264.4847007,29,India,2003,31.92
Startup_1491,HealthTech,10,1391585867.68,3508211799.9102135,14,Germany,2016,91.55
Startup_1492,HealthTech,3,3518772434.38,10805491612.667183,49,UK,2008,154.72
Startup_1493,AI,1,417997278.06,882748594.9120756,31,UK,2003,24.51
Startup_1494,HealthTech,2,3298030781.78,9221987295.585228,34,Canada,2020,61.45
Startup_1495,SaaS,4,1667099306.41,3676493776.2378235,5,USA,2002,131.57
Startup_1496,SaaS,5,2136381550.17,4955637545.038897,43,Canada,2015,140.02
Startup_1497,SaaS,3,2412911836.3,7091748016.33272,7,Canada,2015,197.39
Startup_1498,EdTech,2,2961424577.38,12371140058.885757,43,Germany,2004,81.04
Startup_1499,E-commerce,6,4295056209.05,12340040507.893173,21,Canada,2021,176.35
Startup_1500,AI,7,4179318787.03,9382036663.625204,44,Singapore,2005,46.73
Startup_1501,Fintech,4,2056427052.36,6941328137.533352,24,Singapore,2003,60.5
Startup_1502,Biotech,9,884952207.86,3679521352.967688,21,Australia,2010,126.63
Startup_1503,Blockchain,7,1708058928.51,5822755819.714215,25,Germany,2002,28.27
Startup_1504,AI,9,4321405186.43,20965117946.34602,39,Brazil,2018,169.7
Startup_1505,Blockchain,4,2063096946.93,3364570212.7901564,15,France,2016,100.11
Startup_1506,EdTech,8,1948989870.14,8707186479.03763,40,Canada,2004,140.51
Startup_1507,Biotech,10,1123339257.35,4276812870.474005,21,India,2010,145.84
Startup_1508,Blockchain,10,2508798031.84,7631431931.061722,3,Australia,2006,57.06
Startup_1509,AI,6,3590460177.98,8105414590.2508545,43,USA,2021,65.23
Startup_1510,Fintech,10,3968595531.01,8242771032.096854,12,France,2023,43.01
Startup_1511,SaaS,10,2494472601.9,7569549041.796241,40,Brazil,2017,165.74
Startup_1512,HealthTech,6,88871619.38,194380244.54210988,7,India,2017,32.0
Startup_1513,AI,1,2887716158.37,9466614727.126642,12,China,2013,176.98
Startup_1514,Blockchain,5,4915663290.59,17605463068.30596,24,India,2013,129.55
Startup_1515,Biotech,2,1864616189.92,6715271895.000995,16,Australia,2015,140.52
Startup_1516,AI,8,3092050980.63,10705875247.365362,4,China,2001,23.94
Startup_1517,EdTech,4,2338010613.93,10372721490.750677,36,China,2009,128.74
Startup_1518,Blockchain,9,288590048.39,973054001.1811949,39,France,2015,14.29
Startup_1519,Blockchain,7,3045004041.77,11621139885.142878,19,Canada,2003,21.9
Startup_1520,HealthTech,6,3351845526.07,5306007574.541358,12,China,2001,134.67
Startup_1521,Biotech,2,2761284586.48,12115851673.922844,2,Brazil,2020,103.35
Startup_1522,HealthTech,5,904843637.92,2105095474.6149151,14,Germany,2014,23.16
Startup_1523,EdTech,1,2102524704.16,10083369235.354866,37,China,2017,64.14
Startup_1524,HealthTech,1,3205689593.71,14548260119.288332,29,Brazil,2009,87.77
Startup_1525,AI,10,3066941029.63,13604740180.281036,24,Germany,2012,167.14
Startup_1526,EdTech,10,3951685806.8,9637049397.157755,28,USA,2018,63.28
Startup_1527,AI,1,2581834908.85,12384644835.643785,2,Australia,2004,94.55
Startup_1528,Fintech,6,1831497281.36,8263099485.956293,2,China,2003,101.25
Startup_1529,HealthTech,10,2117769187.62,5152686332.073058,2,UK,2009,21.72
Startup_1530,Blockchain,7,2848443808.24,8056191813.315263,28,Australia,2022,146.3
Startup_1531,Biotech,6,1847996870.89,6061483673.441831,35,France,2015,156.87
Startup_1532,AI,2,1669299838.76,6964781399.413122,13,USA,2015,84.82
Startup_1533,HealthTech,9,1160632798.37,5302651043.722144,5,Singapore,2015,195.63
Startup_1534,EdTech,3,1719284172.15,3446242342.052507,12,Canada,2019,173.96
Startup_1535,Blockchain,1,4010916979.64,12535765868.327507,14,Canada,2006,180.05
Startup_1536,Blockchain,10,1648124752.01,3631491550.560831,26,Brazil,2001,69.95
Startup_1537,HealthTech,1,3748602901.16,10563091605.609081,11,Canada,2011,37.4
Startup_1538,SaaS,10,4522250484.58,9430314681.358345,46,China,2003,187.45
Startup_1539,E-commerce,3,2709236350.25,6854556243.481363,16,USA,2020,42.38
Startup_1540,SaaS,4,1884299399.07,7558557035.255989,42,China,2007,65.57
Startup_1541,AI,5,375095394.38,1799665645.8147726,47,France,2012,148.94
Startup_1542,HealthTech,8,3068215893.39,4973250875.227787,28,Australia,2021,64.43
Startup_1543,Biotech,5,3006363172.58,12510172654.133797,14,Germany,2002,149.72
Startup_1544,Fintech,1,2408244835.2,9189764097.077477,31,China,2002,161.85
Startup_1545,Fintech,9,3559948881.82,10706583620.603289,21,Brazil,2018,173.62
Startup_1546,EdTech,8,1184539226.08,5751092057.148862,27,Brazil,2002,199.4
Startup_1547,SaaS,9,4315988569.58,11611797302.99971,45,Germany,2023,62.2
Startup_1548,Fintech,10,4284532590.9,7912853783.590465,26,USA,2017,164.85
Startup_1549,EdTech,6,1655118390.69,5539442978.863365,23,UK,2010,57.2
Startup_1550,SaaS,1,2626547192.19,11102880420.864338,2,Canada,2010,73.26
Startup_1551,HealthTech,4,4287796626.39,6983222887.19807,22,UK,2016,185.87
Startup_1552,EdTech,7,1271195552.1,4901929721.120418,1,UK,2022,78.32
Startup_1553,Blockchain,4,251595377.41,758086447.0307739,40,USA,2000,191.25
Startup_1554,Biotech,5,4237916731.25,17269160154.34536,26,Canada,2012,41.66
Startup_1555,Fintech,4,27159040.35,70603952.07855862,25,China,2019,149.73
Startup_1556,AI,3,1382746441.63,3233120270.95301,4,UK,2004,154.89
Startup_1557,SaaS,7,3784303194.63,9911873698.896729,35,Singapore,2009,184.34
Startup_1558,E-commerce,7,531192065.29,2620952120.0087523,19,France,2020,138.3
Startup_1559,AI,4,2112685271.04,4169256820.9102983,43,UK,2017,56.52
Startup_1560,EdTech,4,3744135190.12,13328235989.839643,18,Brazil,2000,57.34
Startup_1561,EdTech,8,432819566.78,1404959399.7967367,27,Australia,2023,6.69
Startup_1562,AI,9,2583232254.79,11799895347.648977,31,India,2006,127.31
Startup_1563,AI,9,1433904591.35,7163722226.054372,13,UK,2013,44.03
Startup_1564,E-commerce,8,3039028140.31,12645400920.048342,44,China,2018,152.71
Startup_1565,AI,1,4379529.46,18903809.299455427,47,Germany,2002,163.62
Startup_1566,Blockchain,3,3018316396.8,4898867937.686405,43,India,2006,122.6
Startup_1567,HealthTech,10,4794372694.03,16823922988.340952,27,China,2009,55.14
Startup_1568,Fintech,10,1064867623.9,3997753899.6117,38,Germany,2005,75.99
Startup_1569,EdTech,8,939510890.4,4531492625.998073,44,Brazil,2003,77.75
Startup_1570,AI,5,1673644619.03,7968559716.742893,11,Germany,2003,23.46
Startup_1571,E-commerce,2,4638943286.65,19824593163.314682,41,Singapore,2010,34.93
Startup_1572,E-commerce,6,4337786686.93,20837353386.048794,9,USA,2009,121.16
Startup_1573,Biotech,7,3701404336.71,15898939374.416727,23,China,2017,159.39
Startup_1574,Fintech,10,3473093961.19,13506570413.809546,7,Australia,2009,94.89
Startup_1575,Biotech,2,136810581.81,320931135.27311563,37,Germany,2018,6.16
Startup_1576,EdTech,6,983516445.01,4224002541.712293,25,Germany,2023,88.14
Startup_1577,HealthTech,8,3064262733.38,9879742167.150991,41,USA,2001,65.15
Startup_1578,SaaS,10,4082346663.57,9790114824.111704,40,UK,2015,116.96
Startup_1579,HealthTech,9,2565787926.49,12086103094.901377,15,France,2005,39.61
Startup_1580,SaaS,8,1176497341.14,4426369517.613841,1,Australia,2021,113.6
Startup_1581,Fintech,7,3892140009.04,11585056100.590942,33,UK,2006,151.51
Startup_1582,EdTech,1,2690460718.08,9423258061.576145,10,China,2011,156.91
Startup_1583,HealthTech,1,956635471.39,3231156233.095433,38,Singapore,2002,43.99
Startup_1584,E-commerce,3,1806083403.78,4633704411.500065,32,France,2011,141.76
Startup_1585,E-commerce,7,1876461861.94,4963014675.714742,11,Singapore,2015,148.36
Startup_1586,E-commerce,4,1763408535.68,7655243697.356195,38,Brazil,2022,110.14
Startup_1587,Fintech,5,3109070292.14,13985263459.554966,34,Germany,2004,67.47
Startup_1588,Fintech,4,3399987649.15,10281290495.845797,19,France,2015,66.73
Startup_1589,Blockchain,2,89380828.75,400050461.0687374,8,China,2016,79.49
Startup_1590,Biotech,10,193150607.27,855969079.5108558,2,India,2001,12.91
Startup_1591,AI,2,3875227424.37,18856539755.9352,19,Singapore,2005,113.64
Startup_1592,AI,2,2459043023.33,3999366539.1333528,48,UK,2017,197.85
Startup_1593,AI,1,1727090113.1,2771657404.071063,50,USA,2016,82.21
Startup_1594,Fintech,2,1351037663.9,5483792399.650168,45,Canada,2015,94.44
Startup_1595,EdTech,6,1142746381.41,3294844147.161944,30,India,2016,184.85
Startup_1596,HealthTech,8,1186738227.85,1788313373.0761526,47,China,2012,12.07
Startup_1597,Fintech,8,2005526343.73,5087268050.874144,10,Australia,2015,111.2
Startup_1598,Fintech,6,2901697669.25,6003507458.050603,16,Brazil,2000,75.33
Startup_1599,Fintech,1,2177009207.59,4263991748.4835443,39,UK,2016,197.77
Startup_1600,SaaS,5,2386259368.76,5327297896.348616,6,Canada,2007,68.39
Startup_1601,Blockchain,6,948745575.12,1473297941.387418,27,Brazil,2022,197.93
Startup_1602,AI,4,1441196998.92,2390521698.0395727,40,Australia,2005,80.09
Startup_1603,HealthTech,10,1317794976.16,6220056523.096994,19,Brazil,2002,99.34
Startup_1604,SaaS,4,4793945586.21,21571513377.864143,45,Australia,2023,41.1
Startup_1605,E-commerce,7,834242668.05,2718767916.111911,43,USA,2009,136.82
Startup_1606,EdTech,1,1259532517.43,3238188046.4187818,26,China,2015,110.4
Startup_1607,HealthTech,5,3116870926.26,7904309736.927203,38,UK,2009,93.61
Startup_1608,HealthTech,8,3169501514.29,5264966458.505548,21,USA,2001,136.59
Startup_1609,AI,1,2065300885.32,5193009383.450988,10,Australia,2022,146.31
Startup_1610,EdTech,5,4470293819.99,10329224686.269392,19,Australia,2014,118.71
Startup_1611,Fintech,7,989889055.97,3701935488.6739607,36,Singapore,2001,56.91
Startup_1612,E-commerce,7,3207785934.98,16033952578.701895,15,Australia,2014,118.92
Startup_1613,Blockchain,2,3853798575.86,16546681198.689428,16,India,2002,113.94
Startup_1614,EdTech,7,3941928807.14,6994377204.397626,32,Germany,2011,143.67
Startup_1615,HealthTech,8,2146190222.69,7503373988.504275,16,Singapore,2015,14.23
Startup_1616,Blockchain,5,3238396532.82,13765068393.96396,30,Singapore,2013,134.35
Startup_1617,HealthTech,2,1700488766.14,5654200634.9143095,10,France,2013,127.37
Startup_1618,AI,7,3021048697.09,4821327859.830354,36,UK,2002,16.68
Startup_1619,Biotech,1,3305518255.36,14461954809.21766,26,UK,2002,71.82
Startup_1620,E-commerce,9,4992832778.52,22502116330.616726,15,Germany,2019,138.98
Startup_1621,EdTech,8,3532647475.17,16577509360.910145,23,Singapore,2019,50.58
Startup_1622,Blockchain,1,2324056620.03,6429846862.473536,13,France,2023,18.03
Startup_1623,HealthTech,7,316820317.9,477739449.2616377,14,Australia,2006,166.76
Startup_1624,AI,9,3632915706.35,7005519987.133089,5,France,2012,112.5
Startup_1625,Biotech,5,1417475470.97,4020338392.6349287,2,China,2009,147.09
Startup_1626,Fintech,8,4514535275.96,11035852041.678612,28,Brazil,2018,64.84
Startup_1627,Blockchain,2,1847513590.95,3767333615.8598866,7,France,2010,73.51
Startup_1628,AI,5,788303831.78,2937869183.139797,25,China,2020,66.59
Startup_1629,HealthTech,6,159264142.22,619001571.5390251,2,Singapore,2018,139.37
Startup_1630,EdTech,3,2823868450.58,5786836677.266886,32,USA,2015,185.48
Startup_1631,SaaS,9,1195837325.44,5038811785.941229,27,Canada,2007,184.26
Startup_1632,SaaS,9,2897735585.77,11621452612.067715,28,Singapore,2012,153.53
Startup_1633,Biotech,5,3183909353.24,11320229536.043226,32,USA,2012,195.39
Startup_1634,HealthTech,2,4241447036.26,15693696456.96077,1,China,2016,126.84
Startup_1635,AI,6,1050181625.75,4446152862.499595,11,USA,2001,155.12
Startup_1636,HealthTech,3,1984242235.75,5619499784.896781,7,Canada,2015,96.75
Startup_1637,SaaS,5,4051993789.05,16098942856.596445,14,China,2023,161.93
Startup_1638,EdTech,6,500008971.93,2333566710.1765723,20,France,2008,155.21
Startup_1639,AI,10,1189574297.41,4583345081.81242,8,Germany,2021,154.55
Startup_1640,EdTech,7,2875090233.01,5960828153.738479,23,Canada,2016,61.57
Startup_1641,SaaS,7,3943079588.32,17527378439.22372,27,France,2023,55.31
Startup_1642,SaaS,5,4308535420.02,20136990027.091606,45,India,2010,184.23
Startup_1643,EdTech,3,1067560553.4,4793933361.296266,11,UK,2006,5.47
Startup_1644,Fintech,1,4539429560.45,9919561132.021275,7,France,2004,162.04
Startup_1645,AI,5,2931622738.08,5674496665.542737,5,China,2001,169.22
Startup_1646,Fintech,3,4497789336.46,18875356084.697372,29,Brazil,2005,92.32
Startup_1647,Biotech,8,2681103573.31,12631141607.835438,49,Singapore,2014,116.74
Startup_1648,SaaS,8,867190888.84,3542744225.2449474,47,India,2002,126.59
Startup_1649,Blockchain,1,1934232601.06,6343960623.553166,50,Brazil,2009,41.55
Startup_1650,EdTech,1,474653867.3,1671410660.6825395,23,UK,2009,150.06
Startup_1651,E-commerce,2,1208489660.56,4744237100.455782,21,India,2008,150.43
Startup_1652,E-commerce,3,2906243022.22,4981677506.385669,13,Australia,2000,76.47
Startup_1653,SaaS,10,4019694374.34,12377332555.819523,34,India,2011,16.99
Startup_1654,Fintech,5,317552981.62,679184443.8457916,38,Australia,2001,164.81
Startup_1655,HealthTech,5,300008501.5,850509723.709624,26,Germany,2014,89.23
Startup_1656,E-commerce,2,4645329884.5,7165968143.435895,1,France,2019,34.03
Startup_1657,Fintech,1,1329213359.83,4365743133.160256,10,Brazil,2016,162.29
Startup_1658,Fintech,6,1369426387.03,4409664889.125936,14,France,2011,97.18
Startup_1659,AI,9,2585066280.63,11615347211.960918,11,Brazil,2007,197.37
Startup_1660,AI,8,720673563.94,1920644606.0223424,10,France,2020,136.76
Startup_1661,Fintech,2,1110858491.39,2619827952.063891,28,Canada,2015,16.73
Startup_1662,AI,1,633529926.56,2888007988.32674,18,Singapore,2015,191.66
Startup_1663,Biotech,8,961573374.12,3512808012.825758,23,Canada,2001,192.2
Startup_1664,AI,7,1106403991.44,2920605885.344648,46,USA,2013,195.91
Startup_1665,SaaS,3,192108886.75,454496344.2553434,5,Brazil,2000,86.45
Startup_1666,Biotech,8,4898796222.04,11320632232.343979,6,France,2006,134.13
Startup_1667,SaaS,9,3028261413.29,11229996702.347048,5,Canada,2001,164.93
Startup_1668,EdTech,3,1159602539.03,4296148947.695386,34,USA,2019,83.09
Startup_1669,EdTech,5,4619024074.9,10771051201.094183,35,Brazil,2004,158.12
Startup_1670,Blockchain,9,2797459357.39,8083055922.642021,13,UK,2016,103.87
Startup_1671,HealthTech,7,787907016.6,2785969213.6476045,42,France,2021,134.95
Startup_1672,EdTech,7,1041834468.15,2127121862.2078135,4,Australia,2004,119.18
Startup_1673,EdTech,1,4990337185.21,9138507328.58574,36,USA,2023,40.24
Startup_1674,Blockchain,9,4407143752.13,13452385335.490774,14,Singapore,2010,11.45
Startup_1675,EdTech,4,2561639453.85,9146952356.331606,44,Brazil,2010,8.28
Startup_1676,HealthTech,8,544706170.57,953484012.0283442,47,Singapore,2013,45.39
Startup_1677,HealthTech,9,1357055690.31,6763418120.55179,28,Canada,2020,91.78
Startup_1678,Blockchain,3,4316012390.22,6876262319.041141,6,Singapore,2004,75.58
Startup_1679,HealthTech,1,2168197638.5,4109470595.997633,49,USA,2002,134.07
Startup_1680,HealthTech,10,1024861798.75,4207204039.247204,13,Germany,2014,41.81
Startup_1681,EdTech,1,4386035955.61,8146909293.303509,32,India,2003,185.74
Startup_1682,E-commerce,7,4104801465.12,19502464538.039635,15,China,2005,20.18
Startup_1683,HealthTech,2,4887606150.3,11350079171.714947,43,India,2021,127.72
Startup_1684,HealthTech,5,2282851342.92,5120223355.193353,4,UK,2017,199.97
Startup_1685,AI,3,3103085751.23,13673485576.255342,13,Brazil,2003,25.44
Startup_1686,EdTech,7,4412844917.08,8941966579.236555,44,France,2020,169.32
Startup_1687,SaaS,6,3567719961.31,14285616420.389584,43,Australia,2016,63.99
Startup_1688,AI,5,3724241680.3,9339294977.781538,13,Brazil,2010,67.11
Startup_1689,SaaS,4,2724744023.83,13318946376.450417,12,Brazil,2007,25.69
Startup_1690,Fintech,9,4752634012.1,22930720101.490387,24,Brazil,2000,194.77
Startup_1691,AI,8,3645312627.42,11989689629.738445,1,Australia,2018,179.74
Startup_1692,AI,5,3829566845.1,16342683779.045668,31,Brazil,2007,71.24
Startup_1693,HealthTech,2,2696873774.51,7232126204.055565,34,USA,2013,16.04
Startup_1694,Biotech,8,4551438245.66,16731555320.671293,5,Australia,2021,105.31
Startup_1695,SaaS,8,2224054942.01,9877315554.1519,17,China,2023,195.84
Startup_1696,Biotech,5,696507280.67,1078861209.7393746,50,Singapore,2018,128.41
Startup_1697,Fintech,6,621024302.85,2629075470.6490917,35,UK,2010,125.0
Startup_1698,Biotech,7,2789168398.14,13238774359.056578,18,China,2011,44.28
Startup_1699,EdTech,1,2412850903.23,6279824526.760417,48,India,2021,135.45
Startup_1700,EdTech,4,1421884005.83,2501578988.330911,11,UK,2008,193.72
Startup_1701,SaaS,8,4827445121.82,15083519161.179903,19,Canada,2008,133.39
Startup_1702,Biotech,10,147654663.53,269323767.3911368,26,China,2012,51.18
Startup_1703,Blockchain,3,2893179435.05,7275285341.861849,43,UK,2008,176.36
Startup_1704,E-commerce,7,2210405021.35,9423167808.678246,30,Canada,2013,182.94
Startup_1705,Fintech,5,3870050960.66,9870946751.806065,49,China,2021,63.58
Startup_1706,AI,2,4740632224.44,13748864200.905226,13,China,2011,139.35
Startup_1707,HealthTech,3,4322079240.22,19752954335.866924,39,India,2013,186.96
Startup_1708,SaaS,7,1471831130.71,6384062743.63803,10,Germany,2004,9.59
Startup_1709,E-commerce,8,4184251606.02,8295553386.689624,2,Singapore,2000,110.92
Startup_1710,SaaS,9,152084806.53,598442863.1793854,7,France,2004,111.02
Startup_1711,HealthTech,4,602401673.36,1986253520.3366208,35,France,2010,186.06
Startup_1712,E-commerce,2,1637817755.08,3790754948.903688,33,Australia,2023,151.47
Startup_1713,E-commerce,9,1270246738.15,5623719311.87366,15,UK,2010,150.74
Startup_1714,EdTech,10,4737319012.66,22520649704.57724,24,Canada,2000,97.03
Startup_1715,Blockchain,4,3810743780.16,12282488415.546385,8,Brazil,2010,169.97
Startup_1716,E-commerce,5,1527266556.91,6352773033.827875,38,France,2017,126.51
Startup_1717,SaaS,1,2537986482.81,8658356335.360945,25,France,2005,125.82
